		HOLA	                                                                             TEL.	4282-9358 / 1555234202 / 1522112978 / 				494*7130					
	BOLSAS	BOLSAS DE POLIPROPILENO	 17 X 25 CMS.	$15,00	100,00	$12,60	10,00	$126,00	16,00	PAQ	PAQ DE 100 UNIDADES  DE  17 X 25 CMS. A $15 C/U	10 PAQS A $12,6 C/U	0,1 PAQS DE 100 UNIDADES A $126
	BOLSAS	BOLSAS DE POLIPROPILENO	 20 X 20 CMS.	$13,00	100,00	$11,30	10,00	$113,00	13,08	PAQ	PAQ DE 100 UNIDADES  DE  20 X 20 CMS. A $13 C/U	10 PAQS A $11,3 C/U	0,1 PAQS DE 100 UNIDADES A $113
	BOLSAS	BOLSAS DE POLIPROPILENO	 20 X 25 CMS.	$16,00	100,00	$13,50	10,00	$135,00	15,63	PAQ	PAQ DE 100 UNIDADES  DE  20 X 25 CMS. A $16 C/U	10 PAQS A $13,5 C/U	0,1 PAQS DE 100 UNIDADES A $135
	BOLSAS	BOLSAS DE POLIPROPILENO	 20 X 30 CMS.	$17,00	100,00	$13,40	10,00	$134,00	21,18	PAQ	PAQ DE 100 UNIDADES  DE  20 X 30 CMS. A $17 C/U	10 PAQS A $13,4 C/U	0,1 PAQS DE 100 UNIDADES A $134
	BOLSAS	BOLSAS DE POLIPROPILENO	 20 X 35 CMS.	$22,00	100,00	$19,10	10,00	$191,00	13,18	PAQ	PAQ DE 100 UNIDADES  DE  20 X 35 CMS. A $22 C/U	10 PAQS A $19,1 C/U	0,1 PAQS DE 100 UNIDADES A $191
	BOLSAS	BOLSAS DE POLIPROPILENO	 20 X 40 CMS.	$25,00	100,00	$21,60	10,00	$216,00	13,60	PAQ	PAQ DE 100 UNIDADES  DE  20 X 40 CMS. A $25 C/U	10 PAQS A $21,6 C/U	0,1 PAQS DE 100 UNIDADES A $216
	BOLSAS	BOLSAS DE POLIPROPILENO	 22 X 30 CMS.	$20,00	100,00	$17,10	10,00	$171,00	14,50	PAQ	PAQ DE 100 UNIDADES  DE  22 X 30 CMS. A $20 C/U	10 PAQS A $17,1 C/U	0,1 PAQS DE 100 UNIDADES A $171
	BOLSAS	BOLSAS DE POLIPROPILENO	 22 X 35 CMS.	$23,00	100,00	$19,80	10,00	$198,00	13,91	PAQ	PAQ DE 100 UNIDADES  DE  22 X 35 CMS. A $23 C/U	10 PAQS A $19,8 C/U	0,1 PAQS DE 100 UNIDADES A $198
	BOLSAS	BOLSAS DE POLIPROPILENO	 22 X 40 CMS.	$26,00	100,00	$22,50	10,00	$225,00	13,46	PAQ	PAQ DE 100 UNIDADES  DE  22 X 40 CMS. A $26 C/U	10 PAQS A $22,5 C/U	0,1 PAQS DE 100 UNIDADES A $225
	BOLSAS	BOLSAS DE POLIPROPILENO	 25 X 30 CMS.	$22,00	100,00	$19,10	10,00	$191,00	13,18	PAQ	PAQ DE 100 UNIDADES  DE  25 X 30 CMS. A $22 C/U	10 PAQS A $19,1 C/U	0,1 PAQS DE 100 UNIDADES A $191
	BOLSAS	BOLSAS DE POLIPROPILENO	 25 X 35 CMS.	$25,00	100,00	$21,60	10,00	$216,00	13,60	PAQ	PAQ DE 100 UNIDADES  DE  25 X 35 CMS. A $25 C/U	10 PAQS A $21,6 C/U	0,1 PAQS DE 100 UNIDADES A $216
	BOLSAS	BOLSAS DE POLIPROPILENO	 25 X 40 CMS.	$30,00	100,00	$26,00	10,00	$260,00	13,33	PAQ	PAQ DE 100 UNIDADES  DE  25 X 40 CMS. A $30 C/U	10 PAQS A $26 C/U	0,1 PAQS DE 100 UNIDADES A $260
	BOLSAS	BOLSAS DE POLIPROPILENO	 30 X 35 CMS.	$32,00	100,00	$27,00	10,00	$270,00	15,63	PAQ	PAQ DE 100 UNIDADES  DE  30 X 35 CMS. A $32 C/U	10 PAQS A $27 C/U	0,1 PAQS DE 100 UNIDADES A $270
	BOLSAS	BOLSAS DE POLIPROPILENO	 30 X 40 CMS.	$32,00	100,00	$27,00	10,00	$270,00	15,63	PAQ	PAQ DE 100 UNIDADES  DE  30 X 40 CMS. A $32 C/U	10 PAQS A $27 C/U	0,1 PAQS DE 100 UNIDADES A $270
	BOLSAS	BOLSAS DE POLIPROPILENO	 30 X 45 CMS.	$40,00	100,00	$35,00	10,00	$350,00	12,50	PAQ	PAQ DE 100 UNIDADES  DE  30 X 45 CMS. A $40 C/U	10 PAQS A $35 C/U	0,1 PAQS DE 100 UNIDADES A $350
	BOLSAS	BOLSAS DE POLIPROPILENO	 35 X 40 CMS.	$39,00	100,00	$34,00	10,00	$340,00	12,82	PAQ	PAQ DE 100 UNIDADES  DE  35 X 40 CMS. A $39 C/U	10 PAQS A $34 C/U	0,1 PAQS DE 100 UNIDADES A $340
	BOLSAS	BOLSAS DE POLIPROPILENO	 35 X 45 CMS.	$40,00	100,00	$35,00	10,00	$350,00	12,50	PAQ	PAQ DE 100 UNIDADES  DE  35 X 45 CMS. A $40 C/U	10 PAQS A $35 C/U	0,1 PAQS DE 100 UNIDADES A $350
	BOLSAS	BOLSAS DE POLIPROPILENO	 35 X 50 CMS.	$44,00	100,00	$38,70	10,00	$387,00	12,05	PAQ	PAQ DE 100 UNIDADES  DE  35 X 50 CMS. A $44 C/U	10 PAQS A $38,7 C/U	0,1 PAQS DE 100 UNIDADES A $387
	BOLSAS	BOLSAS DE POLIPROPILENO	 40 X 50 CMS.	$54,00	100,00	$47,70	10,00	$477,00	11,67	PAQ	PAQ DE 100 UNIDADES  DE  40 X 50 CMS. A $54 C/U	10 PAQS A $47,7 C/U	0,1 PAQS DE 100 UNIDADES A $477
	BOLSAS	BOLSAS DE POLIPROPILENO	 40 X 60 CMS.	$73,00	100,00	$64,80	10,00	$648,00	11,23	PAQ	PAQ DE 100 UNIDADES  DE  40 X 60 CMS. A $73 C/U	10 PAQS A $64,8 C/U	0,1 PAQS DE 100 UNIDADES A $648
	BOLSAS	BOLSAS DE POLIPROPILENO	 45 X 60 CMS.	$83,00	100,00	$76,20	10,00	$762,00	8,19	PAQ	PAQ DE 100 UNIDADES  DE  45 X 60 CMS. A $83 C/U	10 PAQS A $76,2 C/U	0,1 PAQS DE 100 UNIDADES A $762
	BOLSAS	BOLSAS DE POLIPROPILENO	 45 X 70 CMS.	$136,00	100,00	$100,00	10,00	$1.000,00	26,47	PAQ	PAQ DE 100 UNIDADES  DE  45 X 70 CMS. A $136 C/U	10 PAQS A $100 C/U	0,1 PAQS DE 100 UNIDADES A $1000
	BOLSAS	BOLSAS DE POLIPROPILENO	 50 X 60 CMS.	$87,00	100,00	$74,30	10,00	$743,00	14,60	PAQ	PAQ DE 100 UNIDADES  DE  50 X 60 CMS. A $87 C/U	10 PAQS A $74,3 C/U	0,1 PAQS DE 100 UNIDADES A $743
	BOLSAS	BOLSAS DE POLIPROPILENO	 50 X 70 CMS.	$146,00	100,00	$99,00	10,00	$990,00	32,19	PAQ	PAQ DE 100 UNIDADES  DE  50 X 70 CMS. A $146 C/U	10 PAQS A $99 C/U	0,1 PAQS DE 100 UNIDADES A $990
													
COD.			       TORTERAS PLASTICAS C/TAPAS                 X MENOR                                                                   X MAYOR	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	TORTERAS	TORTERAS PLASTICAS CON TAPA	 N°26  ALTA	$7,00	100,00	$6,30	100,00	$630,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE  N°26  ALTA A $7 C/U	100 PAQS A $6,3 C/U	1 PAQS DE 100 UNIDADES A $630
	TORTERAS	TORTERAS PLASTICAS CON TAPA	 N°26  BAJA	$6,00	100,00	$5,40	100,00	$540,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE  N°26  BAJA A $6 C/U	100 PAQS A $5,4 C/U	1 PAQS DE 100 UNIDADES A $540
	TORTERAS	TORTERAS PLASTICAS CON TAPA	 N°28  ALTA	$9,00	100,00	$8,10	100,00	$810,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE  N°28  ALTA A $9 C/U	100 PAQS A $8,1 C/U	1 PAQS DE 100 UNIDADES A $810
	TORTERAS	TORTERAS PLASTICAS CON TAPA	 N°28  BAJA	$8,00	100,00	$7,20	100,00	$720,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE  N°28  BAJA A $8 C/U	100 PAQS A $7,2 C/U	1 PAQS DE 100 UNIDADES A $720
	TORTERAS	TORTERAS PLASTICAS CON TAPA	 N°32  ALTA 	$12,00	100,00	$10,80	100,00	$1.080,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE  N°32  ALTA  A $12 C/U	100 PAQS A $10,8 C/U	1 PAQS DE 100 UNIDADES A $1080
	TORTERAS	TORTERAS PLASTICAS CON TAPA	 N°32  BAJA	$10,00	100,00	$9,00	100,00	$900,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE  N°32  BAJA A $10 C/U	100 PAQS A $9 C/U	1 PAQS DE 100 UNIDADES A $900
													
COD.			    BOLSAS DE PAPEL CON MANIJA (KRAFT)	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	   Nº1                  (9x5x14) 	$2,80	100,00	$2,34	100,00	$234,00	16,43	PAQ	PAQ DE 100 UNIDADES  DE    Nº1                  (9x5x14)  A $2,8 C/U	100 PAQS A $2,34 C/U	1 PAQS DE 100 UNIDADES A $234
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	   Nº2                  (11x6x17) 	$3,00	100,00	$2,52	100,00	$252,00	16,00	PAQ	PAQ DE 100 UNIDADES  DE    Nº2                  (11x6x17)  A $3 C/U	100 PAQS A $2,52 C/U	1 PAQS DE 100 UNIDADES A $252
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	   Nº3                  (14x6x20)	$3,50	100,00	$2,60	100,00	$260,00	25,71	PAQ	PAQ DE 100 UNIDADES  DE    Nº3                  (14x6x20) A $3,5 C/U	100 PAQS A $2,6 C/U	1 PAQS DE 100 UNIDADES A $260
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	  COD.102         (22x10x18)	$4,00	100,00	$3,06	100,00	$306,00	23,50	PAQ	PAQ DE 100 UNIDADES  DE   COD.102         (22x10x18) A $4 C/U	100 PAQS A $3,06 C/U	1 PAQS DE 100 UNIDADES A $306
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	  COD.103         (22x10x30)	$5,00	100,00	$3,42	100,00	$342,00	31,60	PAQ	PAQ DE 100 UNIDADES  DE   COD.103         (22x10x30) A $5 C/U	100 PAQS A $3,42 C/U	1 PAQS DE 100 UNIDADES A $342
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	  COD.104         (30x11x30)	$5,50	100,00	$3,60	100,00	$360,00	34,55	PAQ	PAQ DE 100 UNIDADES  DE   COD.104         (30x11x30) A $5,5 C/U	100 PAQS A $3,6 C/U	1 PAQS DE 100 UNIDADES A $360
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	  COD.105         (30x11x41)	$6,00	100,00	$4,32	100,00	$432,00	28,00	PAQ	PAQ DE 100 UNIDADES  DE   COD.105         (30x11x41) A $6 C/U	100 PAQS A $4,32 C/U	1 PAQS DE 100 UNIDADES A $432
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	  COD.106         (30x11x51)	$6,50	100,00	$4,59	100,00	$459,00	29,38	PAQ	PAQ DE 100 UNIDADES  DE   COD.106         (30x11x51) A $6,5 C/U	100 PAQS A $4,59 C/U	1 PAQS DE 100 UNIDADES A $459
	BOLSAS	BOLSAS DE PAPEL KRAFT CON MANIJA	  COD.107         (35x13x47)	$7,50	100,00	$6,00	100,00	$600,00	20,00	PAQ	PAQ DE 100 UNIDADES  DE   COD.107         (35x13x47) A $7,5 C/U	100 PAQS A $6 C/U	1 PAQS DE 100 UNIDADES A $600
	BOLSAS	BOLSAS DE PAPEL KRAFT PARA CAMPERAS	                   (52x15x39)	$8,00	100,00	$6,65	100,00	$665,00	16,88	PAQ	PAQ DE 100 UNIDADES  DE                    (52x15x39) A $8 C/U	100 PAQS A $6,65 C/U	1 PAQS DE 100 UNIDADES A $665
	BOLSAS	BOLSAS DE PAPEL KRAFT PARA VINO	1	$4,00	100,00	$3,06	100,00	$306,00	23,50	PAQ	PAQ DE 100 UNIDADES  DE 1 A $4 C/U	100 PAQS A $3,06 C/U	1 PAQS DE 100 UNIDADES A $306
	BOLSAS	BOLSAS DE PAPEL KRAFT PARA VINO	2	$5,00	100,00	$4,14	100,00	$414,00	17,20	PAQ	PAQ DE 100 UNIDADES  DE 2 A $5 C/U	100 PAQS A $4,14 C/U	1 PAQS DE 100 UNIDADES A $414
	BOLSAS	BOLSAS A LUNARES	CON VARIOS MOTIVOS	$1,70	50,00	$0,75	100,00	$75,00	55,88	PAQ	PAQ DE 50 UNIDADES  DE CON VARIOS MOTIVOS A $1,7 C/U	100 PAQS A $0,75 C/U	2 PAQS DE 50 UNIDADES A $75
													
COD.			BOLSAS DE PAPEL CON MANIJA (ESTAMPAD)	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   12 X 12	$3,50	50,00	$3,15	50,00	$157,50	10,00	PAQ	PAQ DE 50 UNIDADES  DE    12 X 12 A $3,5 C/U	50 PAQS A $3,15 C/U	1 PAQS DE 50 UNIDADES A $157,5
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   12 X 18	$4,20	50,00	$3,78	50,00	$189,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE    12 X 18 A $4,2 C/U	50 PAQS A $3,78 C/U	1 PAQS DE 50 UNIDADES A $189
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   18 X 12 	$4,20	50,00	$3,78	50,00	$189,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE    18 X 12  A $4,2 C/U	50 PAQS A $3,78 C/U	1 PAQS DE 50 UNIDADES A $189
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   20 X 20	$4,80	50,00	$4,32	50,00	$216,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE    20 X 20 A $4,8 C/U	50 PAQS A $4,32 C/U	1 PAQS DE 50 UNIDADES A $216
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   20 X 30	$6,00	50,00	$5,40	50,00	$270,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE    20 X 30 A $6 C/U	50 PAQS A $5,4 C/U	1 PAQS DE 50 UNIDADES A $270
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   30 X 30	$7,50	50,00	$6,75	50,00	$337,50	10,00	PAQ	PAQ DE 50 UNIDADES  DE    30 X 30 A $7,5 C/U	50 PAQS A $6,75 C/U	1 PAQS DE 50 UNIDADES A $337,5
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   30 X 40	$9,70	50,00	$8,73	50,00	$436,50	10,00	PAQ	PAQ DE 50 UNIDADES  DE    30 X 40 A $9,7 C/U	50 PAQS A $8,73 C/U	1 PAQS DE 50 UNIDADES A $436,5
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   40 X 40	$13,50	50,00	$12,15	50,00	$607,50	10,00	PAQ	PAQ DE 50 UNIDADES  DE    40 X 40 A $13,5 C/U	50 PAQS A $12,15 C/U	1 PAQS DE 50 UNIDADES A $607,5
	BOLSAS	BOLSAS DE PAPEL ESTAMPADAS CON MANIJA	   60 X 40	$20,00	50,00	$18,00	50,00	$900,00	10,00	PAQ	PAQ DE 50 UNIDADES  DE    60 X 40 A $20 C/U	50 PAQS A $18 C/U	1 PAQS DE 50 UNIDADES A $900
COD.			                    ENVASES TUBULARES	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	ENVASES	ENVASES TUBULARES	  1/4 Kg                   (nº 100)	$3,50	133,00	$2,80	133,00	$372,40	20,00	PAQ	PAQ DE 133 UNIDADES  DE   1/4 Kg                   (nº 100) A $3,5 C/U	133 PAQS A $2,8 C/U	1 PAQS DE 133 UNIDADES A $372,4
	ENVASES	ENVASES TUBULARES	  1/2 kg                   (nº 101)	$3,70	91,00	$2,86	91,00	$260,26	22,70	PAQ	PAQ DE 91 UNIDADES  DE   1/2 kg                   (nº 101) A $3,7 C/U	91 PAQS A $2,86 C/U	1 PAQS DE 91 UNIDADES A $260,26
	ENVASES	ENVASES TUBULARES	      1 kg                   (nº 102)	$5,00	70,00	$3,71	70,00	$259,70	25,80	PAQ	PAQ DE 70 UNIDADES  DE       1 kg                   (nº 102) A $5 C/U	70 PAQS A $3,71 C/U	1 PAQS DE 70 UNIDADES A $259,7
	ENVASES	ENVASES TUBULARES	      3 kg                   (nº 103)	$10,00	24,00	$8,96	24,00	$215,04	10,40	PAQ	PAQ DE 24 UNIDADES  DE       3 kg                   (nº 103) A $10 C/U	24 PAQS A $8,96 C/U	1 PAQS DE 24 UNIDADES A $215,04
	ENVASES	ENVASES TUBULARES	      5 kg                   (nº 104)	$12,00	36,00	$9,61	36,00	$345,96	19,92	PAQ	PAQ DE 36 UNIDADES  DE       5 kg                   (nº 104) A $12 C/U	36 PAQS A $9,61 C/U	1 PAQS DE 36 UNIDADES A $345,96
	ENVASES	ENVASES TUBULARES	    10 kg                   (nº 105)	$14,00	20,00	$12,00	20,00	$240,00	14,29	PAQ	PAQ DE 20 UNIDADES  DE     10 kg                   (nº 105) A $14 C/U	20 PAQS A $12 C/U	1 PAQS DE 20 UNIDADES A $240
